ID,URL,Titre,Date_Label,Heure_Debut,Heure_Fin,Lieu,Date,Mode,Prix_Inscription,Lien_Inscription,Description,Nourriture_Presente,Boisson_Presente,Detail_Consommation
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-04-01,Café linguistique,1 avr. 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,1 avril 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1563791,https://www.etsmtl.ca/evenement/batir-prochaine-generation-leaders-web3?date=2026-04-01,Ateliers Hedera - Bâtir la prochaine génération de leaders Web3,1 avr. 2026 à 17:00,17:00,19:00,D-3014,1 avril 2026,En ligne,,,"Cette série d’ateliers, offerte par le club Byzantium et menée en collaboration avec Dar Blockchain, vous propose une immersion pratique dans l’écosystème Hedera. Le programme est conçu pour équiper les étudiants de compétences recherchées en Web3, couvrant les fondamentaux, le développement de contrats intelligents (smart contracts) et l'architecture dApp.",False,False,
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-04-03,Cours de groupe gratuit au Centre sportif ÉTS,3 avr. 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,3 avril 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
1563791,https://www.etsmtl.ca/evenement/batir-prochaine-generation-leaders-web3?date=2026-04-07,Ateliers Hedera - Bâtir la prochaine génération de leaders Web3,7 avr. 2026 à 17:00,17:00,19:00,D-3014,7 avril 2026,En ligne,,,"Cette série d’ateliers, offerte par le club Byzantium et menée en collaboration avec Dar Blockchain, vous propose une immersion pratique dans l’écosystème Hedera. Le programme est conçu pour équiper les étudiants de compétences recherchées en Web3, couvrant les fondamentaux, le développement de contrats intelligents (smart contracts) et l'architecture dApp.",False,False,
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-04-08,Café linguistique,8 avr. 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,8 avril 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1231433,https://www.etsmtl.ca/evenement/croitre-propulser-startup-technologique?date=2026-04-09,RDV Entrepreneuriat <br>Faire croître et propulser une startup technologique,9 avr. 2026 à 12:13,12:13,13:15,A-1300,9 avril 2026,En personne,Formulaire,https://www.etsmtl.ca/formulaire/rdv-entrepreneuriat-croitre-9-avril,"Faire croître une startup technologique est une étape cruciale et pleine de défis. Dans le cadre de cette conférence, Richard Chénier livrera son expérience et sa vision du passage de la phase de démarrage à celle de la croissance structurée et durable.En s’appuyant sur des exemples concrets et des témoignages inspirants, il abordera les enjeux liés à la croissance des ventes, à la gestion d’équipe et de ressources, au financement, ainsi qu’à l’internationalisation. Les participants et participantes découvriront des stratégies concrètes pour adapter leur modèle d’affaires, bâtir une culture organisationnelle solide et saisir les opportunités de développement à l’étranger.À propos de Richard ChénierRichard Chénier,  titulaire d’un baccalauréat en psychosociologie et d’une maîtrise en communication organisationnelle, est formateur et coach en gestion. Ancien directeur général du Centech, il dirige actuellement Québec Tech, qui vise à positionner le Québec comme un leader mondial en innovation technologique.",False,False,
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-04-10,Cours de groupe gratuit au Centre sportif ÉTS,10 avr. 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,10 avril 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-14,Clanche ton étude de fin de session,14 avr. 2026 à 09:30,09:30,12:00,2e étage du pavillon D,14 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1136164,https://www.etsmtl.ca/evenement/seance-zooanimation?date=2026-04-14,Séance de zooanimation,14 avr. 2026 à 11:30,11:30,13:30,Bibliothèque : Espace 3C (A-0250),14 avril 2026,En personne,,,"Entre deux cours, venez relaxer et flatter les compagnons de notre nouvelle intervenante en zooanimation Mélisande d'AssistAnimal.Ouvert à l’ensemble de la communauté ÉTS",False,False,
1467542,https://www.etsmtl.ca/evenement/midi-atelier-initiation-tricot-2?date=2026-04-15,Midi-atelier : initiation au tricot,15 avr. 2026 à 12:15,12:15,13:15,Bibliothèque : devant le mur vidéo,15 avril 2026,En personne,Inscription requise,https://etsmtl.libcal.com/event/3897865,"Joignez-vous à nous pour une séance d’initiation au tricot!Si vous pensez ne pas pouvoir vous inscrire parce que vous ne savez pas tricoter, détrompez-vous!  Depuis sa création en 2018, le Club de tricot a formé plusieurs personnes qui n’avaient jamais tenu des aiguilles à tricoter et elles ont pu constater que ce n’est vraiment pas sorcier.  Vous avez seulement besoin d’un peu de patience et de dextérité. Saviez-vous que le joueur de football Laurent Duvernay-Tardif, de même que le patineur de vitesse François Hamelin sont des tricoteurs aguerris?Nous offrirons des classes d’apprentissage pour enseigner la base aux novices : monter des mailles, tricoter à l’endroit et à l’envers.- Le Club de tricot de l'ÉTSDu matériel sera prêté sur place, mais n'hésitez pas à apporter vos aiguilles et votre laine si vous le souhaitez.",False,False,
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-04-15,Café linguistique,15 avr. 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,15 avril 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-15,Clanche ton étude de fin de session,15 avr. 2026 à 13:30,13:30,16:00,2e étage du pavillon D,15 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-16,Clanche ton étude de fin de session,16 avr. 2026 à 15:30,15:30,18:00,2e étage du pavillon D,16 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-04-17,Cours de groupe gratuit au Centre sportif ÉTS,17 avr. 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,17 avril 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-21,Clanche ton étude de fin de session,21 avr. 2026 à 09:30,09:30,12:00,2e étage du pavillon D,21 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-04-22,Café linguistique,22 avr. 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,22 avril 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-22,Clanche ton étude de fin de session,22 avr. 2026 à 13:30,13:30,16:00,2e étage du pavillon D,22 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1259165,https://www.etsmtl.ca/evenement/clanche-fin-session-h26?date=2026-04-23,Clanche ton étude de fin de session,23 avr. 2026 à 15:30,15:30,18:00,2e étage du pavillon D,23 avril 2026,En personne,,,"Pas besoin d'étudier en solo pour tes examens finaux, viens clancher ton étude en groupe avec la technique Pomodoro!Les Services à la vie étudiante t’invitent à profiter des séances Clanche ton étude pour maximiser ta concentration, ta mémorisation et briser le cercle de la procrastination.Aucune inscription nécessaire, du popcorn et du café seront offerts. Apportez votre tasse!Services à la vie étudianteE-3040 | sve@etsmtl.ca",True,True,"Aucune inscription nécessaire, du popcorn et du café seront offerts."
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-04-24,Cours de groupe gratuit au Centre sportif ÉTS,24 avr. 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,24 avril 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
